Language,Movie_ID,Score,rev_vec
en,-800777728,9,"[  4.76252735e-02   5.01914099e-02   9.08411294e-03   7.71894678e-02
  -5.25227003e-02   8.28686636e-03   3.84469889e-02  -7.66921863e-02
   6.45015016e-02   7.02159852e-02  -1.96033455e-02  -1.06821023e-01
  -5.86247817e-03   4.27175090e-02  -9.71593708e-02   6.74130842e-02
   4.25572433e-02   8.27259645e-02  -4.81526600e-04  -3.98386456e-02
  -7.05252867e-03   4.60409075e-02  -1.86511241e-02  -4.20317054e-03
   5.38318455e-02  -5.27874902e-02  -6.86572418e-02   5.72848506e-02
   3.35702370e-03  -1.01817166e-02  -3.19859870e-02  -9.27485060e-04
  -2.57584341e-02   5.34245670e-02   2.95776352e-02  -1.11895418e-02
   2.82504670e-02  -2.45544314e-02   3.46483476e-02   4.33208048e-02
   1.14291601e-01  -3.10550835e-02   7.54171237e-02   5.25085395e-03
  -1.75578259e-02  -5.29432856e-02  -2.59463508e-02   1.17723607e-02
   4.46314327e-02   3.51804006e-03  -3.33164036e-02   4.29288344e-03
  -4.74572107e-02  -1.99834779e-02  -1.49880238e-02   3.03730536e-02
  -1.85664017e-02  -9.36086476e-02   1.67101081e-02  -6.40401691e-02
  -1.08095752e-02   7.46361911e-02  -4.65021208e-02  -7.43989721e-02
  -2.99945138e-02  -5.01752552e-03  -4.93283160e-02   8.22114572e-02
  -3.44906040e-02   7.22881928e-02   2.00236794e-02   8.80309939e-03
   5.92546761e-02   2.76340991e-02  -1.10063009e-01  -4.68128659e-02
   5.16377278e-02   6.74678385e-02   2.16372535e-02   7.37789497e-02
   7.54969520e-03  -2.32523885e-02   1.09195942e-02  -2.62869336e-02
  -2.12382823e-02  -5.00407964e-02  -9.17956010e-02   7.84229636e-02
   3.23496647e-02   2.65738703e-02   3.64734493e-02  -6.78903423e-03
  -6.10242672e-02  -4.11379151e-02   2.24849116e-03  -4.84194010e-02
   1.74609162e-02   6.03627879e-04  -2.42990144e-02  -3.20746861e-02
   1.46653075e-02  -4.06997874e-02   1.88912526e-02  -1.17055727e-02
  -5.46224043e-03  -7.50231817e-02  -1.70552656e-02  -1.99236181e-02
   5.04726358e-02  -5.69338799e-02  -1.60663836e-02   2.08076499e-02
   3.96556733e-03   3.59442231e-04   8.71947184e-02   1.16237197e-02
   1.92332398e-02  -1.83201246e-02   1.01643711e-01   4.77450117e-02
  -8.60390440e-02   1.01289377e-02  -5.46248490e-03   3.08421310e-02
  -2.73852888e-02  -1.37883071e-02  -4.93266061e-02  -1.31514091e-02
  -1.09405220e-02   5.18364720e-02  -1.37565332e-02  -7.85959736e-02
  -6.08422011e-02  -6.31699385e-03  -3.16226780e-02  -3.67122218e-02
   2.55256258e-02  -7.61437137e-03  -2.25614272e-02   4.49989252e-02
   3.96829769e-02  -4.94704917e-02   2.57990621e-02   5.01116626e-02
   4.46544513e-02   2.60373671e-02  -4.40735072e-02  -9.77897737e-03
  -4.40535955e-02   4.82050795e-03   6.55938163e-02   2.73417067e-02
  -7.35697448e-02   4.97187898e-02  -2.18747817e-02  -2.56153662e-02
  -6.43852800e-02  -6.46180734e-02  -5.04689030e-02  -4.30817045e-02
  -1.02072544e-02   3.84497046e-02   3.66191790e-02   2.24537589e-02
  -3.84087861e-03  -5.38804196e-02   5.38526103e-02  -3.17380019e-02
  -2.57704817e-02  -2.74417773e-02  -5.34633920e-02  -2.89610848e-02
   6.43902505e-03  -7.12144747e-02   8.13700142e-04  -4.78281677e-02
   2.28781383e-02  -1.02479413e-01  -3.65507491e-02  -1.02132489e-03
  -7.10219070e-02  -6.54996634e-02   1.22056277e-02   3.80615960e-03
  -1.90309323e-02  -1.53094726e-02  -7.86554255e-03   5.62513852e-03
   6.34866133e-02   5.79845160e-02   2.51722541e-02  -3.99985770e-03
   2.42526382e-02   5.79174235e-03  -4.81514819e-02   3.31588723e-02
  -5.19360555e-03  -5.85815636e-03  -6.44108206e-02  -7.33646527e-02
   4.39042673e-02   5.90528548e-02  -1.07589047e-02   3.91954742e-03
   3.75307277e-02  -5.14977612e-02  -3.11611723e-02  -1.35297198e-02
  -2.10242067e-02  -1.54163698e-02  -3.49704437e-02   3.76479849e-02
  -2.84139030e-02   4.43324521e-02  -8.26269016e-02  -1.55473780e-02
   5.60099743e-02  -3.77525925e-03  -8.49506110e-02  -7.03671202e-03
  -1.64057370e-02   3.66827361e-02  -8.05564970e-03  -6.15524547e-03
   3.68643105e-02  -1.84256192e-02   1.72641836e-02   7.29740458e-03
   2.52025630e-02  -1.15181310e-02   1.54413683e-02  -3.92908566e-02
   2.64184643e-02   4.64321449e-02   5.56357093e-02  -1.53109683e-02
   1.93460081e-02  -5.37456200e-02   7.40347058e-02   2.21839827e-03
   2.28603911e-02  -9.90488194e-03   2.69541424e-02  -9.62405801e-02
  -3.88280628e-03   2.26927139e-02   1.50015755e-02   4.63625863e-02
  -5.98104065e-03  -1.79156158e-02   9.56535246e-03   3.16094123e-02
   3.31764780e-02   5.73700741e-02   3.08846459e-02  -5.85376360e-02
   3.58897075e-02  -1.83538883e-03  -7.24528432e-02  -3.41987014e-02
  -1.58854295e-02   2.00238568e-03  -2.90358774e-02   3.19621749e-02
   4.24873866e-02   1.10331684e-01  -2.99240835e-02  -1.98495667e-02
  -5.30363433e-02  -1.42753879e-02   2.00486742e-02   5.60239963e-02
   3.56090330e-02   1.07208882e-02   5.75147532e-02  -2.74758711e-02
  -4.42481190e-02  -8.17159265e-02  -1.70653556e-02   1.75724532e-02
   7.77560472e-03  -1.81691423e-02  -1.66274663e-02   5.80753386e-02
   3.03109847e-02   4.09607450e-03  -9.06274468e-02  -2.41547171e-03
   3.33072916e-02   3.04410402e-02  -8.62975121e-02   2.20133625e-02
  -8.52851719e-02   8.38634837e-03  -3.02349888e-02  -2.48032585e-02
  -1.26351260e-05  -3.87293883e-02   1.63796619e-02  -2.26837886e-03]"
en,-800777728,10,"[ 0.06245849  0.03659325  0.00594799  0.08858597 -0.05315909  0.00589474
  0.04306499 -0.07965066  0.07036414  0.07090043 -0.03031653 -0.12702347
 -0.00396428  0.03077046 -0.10601263  0.08323047  0.05690965  0.10188896
  0.00847335 -0.05446276 -0.00786132  0.04078041  0.01580187 -0.0122635
  0.05312528 -0.05435631 -0.0683639   0.07420805  0.02028321 -0.0007316
 -0.04469685  0.01859404 -0.01231969  0.04313423  0.0220373  -0.00764947
  0.03555281 -0.01841834  0.04327561  0.05758051  0.12262626 -0.05086749
  0.09849586  0.00038734 -0.00574595 -0.02825441 -0.00754878  0.01309852
  0.05555429  0.00246734 -0.03025725  0.03302194 -0.04842026 -0.00045346
  0.00269557  0.03367975 -0.01683862 -0.09474137  0.02443715 -0.06339535
 -0.0134649   0.08038969 -0.05682829 -0.07584454 -0.02169257 -0.01467354
 -0.05241552  0.08519878 -0.03622428  0.0775338   0.0267696   0.0116835
  0.05478634  0.03688847 -0.13014106 -0.04506814  0.04453899  0.06330252
  0.03689529  0.06451418  0.00738822 -0.02138382  0.01084909 -0.03339136
 -0.05106218 -0.04453153 -0.08123192  0.10473447  0.03295958  0.01368076
  0.02861106  0.00946629 -0.07557462 -0.03650155 -0.00883849 -0.04829595
  0.03004918  0.01037179 -0.01977642 -0.04166405 -0.01547726 -0.0124676
  0.03153092 -0.01714106 -0.01699725 -0.05064394 -0.01006373 -0.03553277
  0.0449217  -0.06361677 -0.0042185   0.01650958 -0.00368777  0.00809246
  0.09251887 -0.01294811  0.02621778 -0.02961564  0.08146102  0.03412691
 -0.09425044  0.01518141 -0.00586188  0.02521216 -0.03474925 -0.01558157
 -0.0635695  -0.00908091 -0.01208267  0.04320793 -0.03977438 -0.08557613
 -0.04867798  0.00341081 -0.03192401 -0.0356122   0.02245178  0.00383495
 -0.02252204  0.05937671  0.043704   -0.07038117  0.02881538  0.03668623
  0.04613072  0.03797172 -0.02680145 -0.00314923 -0.05655723 -0.00977319
  0.05975169  0.04508791 -0.07992768  0.05202259 -0.0387602  -0.02799773
 -0.05734646 -0.05702594 -0.0658515  -0.04334013 -0.01936509  0.05983809
  0.04614389  0.03555062  0.00659062 -0.0875455   0.05391181 -0.03994829
 -0.03063931 -0.00950504 -0.06031477 -0.02269646  0.00476617 -0.06436244
 -0.02525288 -0.02958428  0.04969312 -0.10253163 -0.02172094 -0.01731921
 -0.05012295 -0.05712421  0.02319715 -0.00289506 -0.02876958 -0.00398799
 -0.02986502 -0.00476732  0.05978387  0.05403936  0.03154606  0.01554329
  0.02921787  0.00295339 -0.02306931  0.03424836 -0.02069385  0.0143907
 -0.0696338  -0.07218182  0.04184021  0.06305291 -0.03810427 -0.00399653
  0.04814243 -0.03889101 -0.04359176 -0.02061364 -0.01991298 -0.00268321
 -0.04191079  0.05396879 -0.03364807  0.02831893 -0.09741053 -0.02547608
  0.06464562 -0.00519728 -0.08097424 -0.00574687 -0.02275027  0.04617513
 -0.01703168 -0.00433541  0.03129575 -0.01490866  0.03910704  0.00386614
  0.02275454 -0.01152663  0.00825904 -0.03358338  0.02130469  0.04908065
  0.07276759 -0.01259548  0.00130755 -0.06452687  0.08479173  0.01232724
  0.02967545 -0.00769896  0.02773062 -0.09826793 -0.02230896  0.03575821
  0.02014949  0.04473321 -0.00836891 -0.03148968  0.01943813  0.03141788
  0.05334021  0.07992577  0.05767149 -0.06094931  0.02974657 -0.00660352
 -0.07412712 -0.0520953  -0.01654315 -0.00186068 -0.04512713  0.04216954
  0.03223395  0.1177917  -0.03054782 -0.0347226  -0.04584227 -0.01230485
  0.01340085  0.07251868  0.05421966  0.03000428  0.04487775 -0.03989534
 -0.04192245 -0.06556052 -0.02395484  0.03246833  0.01022055 -0.02753819
 -0.01688445  0.04595035  0.01479019 -0.00104327 -0.08853242 -0.01462322
  0.04385289  0.03097661 -0.07050326  0.02034792 -0.0770274  -0.00017877
 -0.0415172  -0.03594886  0.01038913 -0.07094495  0.00453078 -0.00049648]"
en,-1018312192,8,"[ 0.06340759  0.03700611  0.00736885  0.09358218 -0.07084208  0.00989171
  0.06347962 -0.06166396  0.06378828  0.06811556 -0.03931438 -0.11054236
 -0.01396004  0.04375558 -0.10199521  0.08717946  0.04305527  0.10455402
  0.00935665 -0.04766018 -0.00614947  0.02763385  0.03114258 -0.0034259
  0.05637894 -0.04782334 -0.08400314  0.06590474  0.02487635 -0.00860861
 -0.03579613  0.00033023 -0.03319991  0.02449649  0.01203277 -0.00855723
  0.03271085  0.00280258  0.05069584  0.0526948   0.10987642 -0.0485167
  0.09809713  0.01400259 -0.01144019 -0.05081955 -0.02237459  0.0203557
  0.04578433 -0.00731971 -0.05087995  0.02293632 -0.0420877  -0.02019647
  0.00129334  0.03845418 -0.0228229  -0.0950205   0.03825027 -0.06066006
 -0.00749811  0.08649257 -0.04511593 -0.08626934 -0.01627522 -0.01072928
 -0.04753325  0.07910611 -0.04846455  0.05623073  0.03708194  0.00971599
  0.06525476  0.01542303 -0.12413301 -0.07251609  0.05157328  0.07687842
  0.03245418  0.07178245  0.00933784 -0.01165809  0.01883796 -0.02257794
 -0.04050954 -0.03619677 -0.06825015  0.093923    0.02773141  0.03253655
  0.04032219 -0.00201648 -0.06857014 -0.03958854  0.00180975 -0.04977339
  0.04090676  0.02527065  0.0003819  -0.03742767 -0.03223974 -0.03395006
  0.03103375  0.00116057 -0.0221688  -0.07160061 -0.03522617 -0.01085625
  0.04301322 -0.04917496 -0.04205936 -0.00071754  0.0102939   0.02606343
  0.09745894  0.00354162  0.01430997 -0.02670667  0.08617111  0.04864955
 -0.09378969  0.01120159 -0.02589789  0.03822121 -0.03930716 -0.0128647
 -0.05278992 -0.00679082 -0.00144367  0.02573445 -0.03385477 -0.06756671
 -0.06937986 -0.00177423 -0.02463723 -0.03747625  0.01823497  0.00629103
 -0.00569278  0.05456728  0.05228278 -0.07737301  0.00615314  0.044356
  0.05332467  0.02931912 -0.04542708 -0.02700183 -0.03177397 -0.01557423
  0.07756212  0.03251468 -0.08729673  0.04372125 -0.02792472 -0.02655301
 -0.059499   -0.05181667 -0.04487472 -0.03628776 -0.01167141  0.05053791
  0.03912371  0.01734872 -0.01390122 -0.0712727   0.04789684 -0.02951313
 -0.01352015 -0.00117972 -0.0828677  -0.01729771 -0.00365206 -0.05899764
 -0.01505572 -0.02842704  0.03906745 -0.09843693 -0.02073262 -0.0014976
 -0.08227362 -0.04583609  0.02361804 -0.01628432 -0.03287368 -0.01249235
 -0.03131833 -0.0018452   0.05616535  0.06558824  0.02469704 -0.00353832
  0.02988985 -0.00223529 -0.03313885  0.04387828 -0.03651474  0.00603893
 -0.06699584 -0.07150463  0.03411934  0.05321914 -0.02973391  0.00823298
  0.03068827 -0.02685953 -0.02985363 -0.03365357 -0.02248473 -0.01499764
 -0.04599237  0.04484415 -0.03264916  0.03342843 -0.09588504 -0.01144874
  0.05910857  0.00349625 -0.08398288  0.00365003 -0.00461355  0.03784184
 -0.01104335 -0.0070506   0.0330226  -0.01550522  0.03299946 -0.00025884
  0.03065416  0.01070969  0.02166691 -0.04429446  0.02845237  0.04468317
  0.06667078 -0.00509796 -0.000678   -0.04706465  0.08971687  0.01932584
  0.04313542 -0.01386198  0.0126565  -0.0810602  -0.00195574  0.03520243
  0.00604385  0.05989309 -0.0141933  -0.03039832  0.01229027  0.03771437
  0.03185853  0.06979638  0.0359213  -0.07105031  0.02109036 -0.00644031
 -0.05162368 -0.04318039 -0.01802003 -0.00492182 -0.0418101   0.04426584
  0.03779176  0.11501139 -0.02942418 -0.0348527  -0.06610071 -0.02017731
 -0.00952552  0.07359759  0.04786902  0.02786613  0.04195662 -0.03869011
 -0.06227404 -0.05854874 -0.03034236  0.04145189  0.00094588 -0.03328112
  0.00492449  0.03927136  0.02848326  0.00202314 -0.07788915 -0.00914715
  0.03998639  0.02815688 -0.0787285   0.02935934 -0.09267651  0.00828897
 -0.05645908 -0.01458509  0.0173934  -0.04766346  0.00873308  0.0176253 ]"
en,-1018312192,4,"[ 0.05355327  0.03974125 -0.01364674  0.09530328 -0.05146167  0.0135671
  0.05797713 -0.05956256  0.0569635   0.07928514 -0.0345708  -0.12781574
 -0.021306    0.02993113 -0.08999961  0.08263709  0.05247321  0.09521804
 -0.00741096 -0.04546232 -0.00398727  0.03502737  0.03864782 -0.02246182
  0.05894066 -0.0471062  -0.07172189  0.06887689  0.02434733 -0.02279637
 -0.0518381   0.0077929  -0.02003986  0.03211943  0.00998321 -0.01400667
  0.02607744 -0.00777816  0.04695285  0.06163568  0.11077642 -0.0399048
  0.08770247  0.02842642 -0.01080636 -0.0409842  -0.01455965  0.02276832
  0.05946798  0.0039275  -0.04062281  0.01198992 -0.04933364 -0.00893097
 -0.00433064  0.02892499 -0.00490485 -0.10455161  0.01897776 -0.07641514
 -0.01550225  0.08204871 -0.04636072 -0.07973672 -0.01941429 -0.01525819
 -0.06256024  0.05941346 -0.02999395  0.07130104  0.04457874  0.00865216
  0.05960159  0.00850634 -0.12911123 -0.04837206  0.03842208  0.06375737
  0.02456286  0.06183028  0.00258808 -0.01196106  0.02232101 -0.03377221
 -0.04097207 -0.04696758 -0.07767239  0.08565035  0.0319202   0.02879491
  0.02291168  0.01302545 -0.07920519 -0.0239963  -0.01679148 -0.04211222
  0.02361819  0.00802146 -0.0129917  -0.05545573 -0.01492531 -0.01708838
  0.02826654 -0.01251235  0.00153601 -0.06660926 -0.00093315 -0.01514834
  0.03817734 -0.07025315 -0.04092849  0.02790006  0.01147944  0.01369909
  0.10764743 -0.0084812   0.01729463 -0.04637683  0.08391358  0.02751277
 -0.09330931 -0.00834424 -0.01256579  0.01913776 -0.03917573 -0.00586788
 -0.06975379 -0.00088603 -0.01877228  0.03905642 -0.0487486  -0.06999257
 -0.06065962  0.01593603 -0.01502084 -0.02211462  0.01878264  0.01272923
 -0.00763527  0.06750002  0.04559306 -0.062759    0.01477745  0.03775353
  0.04227308  0.04095051 -0.0186152  -0.00124665 -0.04439339 -0.02310115
  0.06552809  0.03742766 -0.09377106  0.06201898 -0.02298319 -0.03969854
 -0.05743013 -0.05728345 -0.05647478 -0.04174184 -0.01582956  0.05051187
  0.04486425  0.04406351  0.00739196 -0.06663775  0.06076165 -0.04297777
 -0.04415632 -0.00396016 -0.07539726 -0.01451995  0.01050295 -0.05147119
 -0.0163447  -0.02312189  0.03774346 -0.09859407 -0.02680476 -0.02209741
 -0.06864388 -0.05557051  0.01689602 -0.01950461 -0.02106801 -0.00494943
 -0.04377004 -0.01085425  0.04063721  0.04102842  0.01682297  0.00712408
  0.02642793 -0.01107422 -0.02432667  0.05171788 -0.01736808 -0.00507723
 -0.06290719 -0.07255103  0.05644726  0.05496052 -0.04390146  0.00328411
  0.04255506 -0.02769459 -0.03156411 -0.03031559 -0.03186428 -0.00430615
 -0.04921177  0.05296618 -0.03508041  0.02293837 -0.07636797 -0.00686468
  0.06891242  0.0092151  -0.07621493 -0.0044327  -0.00091735  0.04466034
 -0.0175535   0.00841391  0.03186959 -0.01160021  0.026324    0.00389515
  0.02618234 -0.00040237  0.0208805  -0.04097243  0.02473881  0.05058593
  0.0732128  -0.00280773 -0.00927358 -0.04541757  0.09033096 -0.00600412
  0.04104656 -0.02523734  0.01251781 -0.09191494 -0.00370761  0.03808131
  0.01933793  0.06001416 -0.01595459 -0.03852445  0.00546858  0.04993505
  0.05004678  0.09143204  0.05030615 -0.08689786  0.01133481 -0.01462699
 -0.07861048 -0.06609195 -0.02714929 -0.00653627 -0.04122583  0.04332782
  0.02631117  0.10760372 -0.03585697 -0.05043182 -0.05025159 -0.01372148
  0.00662057  0.06920481  0.04088237  0.03044877  0.06973132 -0.03600485
 -0.0587501  -0.05628944 -0.02828571  0.02435811  0.01282729 -0.0236824
 -0.01221936  0.03787246  0.03290364 -0.00251179 -0.07828117 -0.0123971
  0.04844379  0.04510913 -0.08243942  0.03594413 -0.08951467  0.02050207
 -0.02784466 -0.02355606  0.01759638 -0.0571861   0.00299641  0.00211082]"
en,-1018312192,7,"[  3.95327732e-02   4.05981392e-02   4.84229811e-03   9.89682302e-02
  -5.37430234e-02   7.35099846e-03   6.21670783e-02  -6.83981404e-02
   8.31877589e-02   6.24997579e-02  -2.22614072e-02  -1.25920892e-01
  -2.20391452e-02   3.44959721e-02  -8.10159817e-02   8.61036479e-02
   4.64291237e-02   9.63666737e-02  -1.27999450e-03  -6.06756695e-02
  -1.65078475e-03   4.40931246e-02   2.22365726e-02  -6.64433232e-03
   3.89820635e-02  -4.62288596e-02  -6.77931905e-02   7.55938664e-02
   1.47767160e-02   1.43945720e-02  -4.75123338e-02  -2.21738056e-03
  -1.44703686e-02   2.51581911e-02  -2.44684098e-03  -1.92323141e-02
   2.68071219e-02  -1.31036676e-02   3.70343477e-02   5.10384664e-02
   1.08086146e-01  -4.11668569e-02   8.42927918e-02   2.55042929e-02
  -1.50553742e-02  -4.02162373e-02  -2.31800079e-02   2.18797773e-02
   1.83592755e-02   1.39496906e-03  -3.45159099e-02   1.03849033e-03
  -4.21725139e-02  -8.34692735e-03   5.29548246e-03   3.47614959e-02
  -2.41068788e-02  -9.80135128e-02   3.25392783e-02  -5.82156777e-02
  -2.57463753e-02   7.66497180e-02  -4.61022891e-02  -7.01214299e-02
  -1.55569222e-02  -6.98777521e-03  -4.38608155e-02   6.62918165e-02
  -3.33939195e-02   6.63954392e-02   3.19417231e-02  -4.67437552e-03
   6.72432706e-02   2.92731076e-02  -1.29591301e-01  -5.71704879e-02
   4.06400487e-02   5.52880503e-02   2.92337816e-02   7.49093667e-02
   1.11795878e-02  -1.75984297e-02   3.26389968e-02  -3.85762588e-03
  -4.59374525e-02  -5.30136153e-02  -7.85417631e-02   9.87127572e-02
   2.80807149e-02   1.91460978e-02   4.71321903e-02  -7.03506637e-03
  -7.32167140e-02  -3.11093461e-02  -8.31062905e-03  -5.60806692e-02
   3.62944417e-02   3.55269131e-03  -1.13410242e-02  -3.52081694e-02
  -7.38761737e-04  -2.71601547e-02   3.20980027e-02   5.48534468e-03
  -4.12945449e-03  -6.11407235e-02  -2.74892263e-02  -1.94774177e-02
   3.23297083e-02  -6.13359958e-02  -3.46048735e-02   1.74554288e-02
   3.95827508e-03   4.80563287e-03   9.05010924e-02  -2.50733998e-02
   2.17996929e-02  -4.22873348e-02   9.79033187e-02   3.86940204e-02
  -9.99309942e-02   8.04882031e-03  -2.03987975e-02   3.04759257e-02
  -2.73442864e-02  -1.26653677e-02  -5.41105531e-02  -1.42704826e-02
  -2.54811812e-03   4.75694165e-02  -3.45934704e-02  -6.72739074e-02
  -6.47059008e-02   6.56997878e-03  -2.39985902e-02  -5.81429079e-02
   3.10920104e-02   2.73427032e-02  -6.40689489e-03   6.67309538e-02
   3.69001329e-02  -6.37093335e-02   5.41396672e-03   3.97969186e-02
   3.59029733e-02   1.99949350e-02  -2.79233642e-02  -3.27689550e-03
  -3.84173915e-02  -2.43231021e-02   6.80925623e-02   4.31757756e-02
  -8.11841860e-02   6.85287192e-02  -2.07641944e-02  -4.20467369e-02
  -6.50181845e-02  -4.32778858e-02  -6.90018535e-02  -4.66704220e-02
  -1.04912436e-02   5.23156896e-02   4.71053459e-02   2.42373254e-02
   1.43520720e-02  -7.03476891e-02   5.40679134e-02  -3.91178690e-02
  -2.19168626e-02  -2.04340462e-02  -5.38946949e-02  -1.44056072e-02
  -5.40925283e-03  -5.92384227e-02  -7.48456270e-03  -2.75119878e-02
   4.71719056e-02  -9.56644490e-02  -2.55269129e-02  -1.65730761e-03
  -6.27711862e-02  -6.49105608e-02   9.83617269e-03  -1.12344883e-02
  -3.54578085e-02   2.12536135e-04  -4.06156108e-02   6.06238004e-03
   4.10205014e-02   5.42574078e-02   1.71176530e-02   5.54078119e-03
   1.53990546e-02   1.28602784e-03  -3.17596570e-02   4.89125699e-02
  -2.18730830e-02  -6.30364334e-03  -5.21489717e-02  -8.02092254e-02
   3.82053293e-02   6.16555214e-02  -4.10873704e-02   1.12206778e-02
   2.20641289e-02  -2.88396291e-02  -2.70833019e-02  -1.90387871e-02
  -1.60028562e-02  -1.87738389e-02  -5.48243523e-02   4.63990346e-02
  -3.09744813e-02   4.13596630e-02  -7.11911917e-02  -2.47256476e-02
   6.50992692e-02   1.64215895e-03  -6.78419396e-02  -5.66649623e-03
  -1.32033480e-02   3.84741984e-02  -1.94835644e-02  -3.03173414e-03
   2.48835832e-02  -2.97303498e-02   2.43219621e-02   4.48285881e-03
   2.17106882e-02   1.71434395e-02   8.88570026e-03  -3.85287441e-02
   2.58718487e-02   4.28710654e-02   5.99112660e-02  -2.00153980e-02
   7.83626735e-03  -4.99343202e-02   9.46602002e-02   1.61522627e-02
   4.17189635e-02  -2.47479063e-02   3.27084512e-02  -9.13177431e-02
  -7.78279675e-04   2.95813158e-02   1.42696137e-02   5.36060780e-02
  -1.12573588e-02  -5.13464399e-02   6.87413663e-03   2.31916979e-02
   4.68569733e-02   5.83203398e-02   5.27403727e-02  -7.23162740e-02
   2.21130364e-02   6.54772576e-03  -7.36315921e-02  -5.71671017e-02
  -2.39573326e-02   1.55018689e-02  -3.68035771e-02   4.01409715e-02
   4.67458703e-02   1.06004767e-01  -4.04711813e-02  -4.82217520e-02
  -6.89168572e-02  -1.39373112e-02   9.81778279e-03   7.07470626e-02
   4.71583456e-02   1.78747829e-02   6.23927005e-02  -4.06273231e-02
  -5.85904084e-02  -4.84877564e-02  -2.73079984e-02   2.20512170e-02
   1.27608366e-02  -1.85001176e-02  -1.36805680e-02   3.91414836e-02
   1.59717612e-02  -9.27512068e-03  -6.39683828e-02  -1.13999285e-02
   4.90061231e-02   3.50672714e-02  -7.83788562e-02   1.61971003e-02
  -7.29475841e-02   3.14223804e-02  -3.26345749e-02  -2.21662205e-02
  -7.61278934e-05  -4.76449020e-02   2.59822980e-02   1.83240902e-02]"
